resuming from observation id 58,100,202 (1,506,000 rows kept)
6,341,161 annotated observations in bbox

  2,474,200/6,344,928 scanned, 5,872,400 kept, pace 6.00s, 1671 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,474,400/6,344,928 scanned, 5,872,600 kept, pace 6.00s, 1672 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,474,600/6,344,928 scanned, 5,872,800 kept, pace 6.00s, 1673 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,474,800/6,344,928 scanned, 5,873,000 kept, pace 6.00s, 1674 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,475,000/6,344,928 scanned, 5,873,200 kept, pace 6.00s, 1675 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,475,200/6,344,928 scanned, 5,873,400 kept, pace 6.00s, 1676 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,475,400/6,344,928 scanned, 5,873,600 kept, pace 6.00s, 1677 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,475,600/6,344,928 scanned, 5,873,800 kept, pace 6.00s, 1678 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,475,800/6,344,928 scanned, 5,874,000 kept, pace 6.00s, 1679 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,476,000/6,344,928 scanned, 5,874,200 kept, pace 6.00s, 1680 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,476,200/6,344,928 scanned, 5,874,400 kept, pace 6.00s, 1681 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,476,400/6,344,928 scanned, 5,874,600 kept, pace 6.00s, 1682 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,476,600/6,344,928 scanned, 5,874,800 kept, pace 6.00s, 1683 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,476,800/6,344,928 scanned, 5,875,000 kept, pace 6.00s, 1684 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,477,000/6,344,928 scanned, 5,875,200 kept, pace 6.00s, 1685 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,477,200/6,344,928 scanned, 5,875,400 kept, pace 6.00s, 1686 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,477,400/6,344,928 scanned, 5,875,600 kept, pace 6.00s, 1687 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,477,600/6,344,928 scanned, 5,875,800 kept, pace 6.00s, 1688 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,477,800/6,344,928 scanned, 5,876,000 kept, pace 6.00s, 1689 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,478,000/6,344,928 scanned, 5,876,200 kept, pace 6.00s, 1690 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,478,200/6,344,928 scanned, 5,876,400 kept, pace 6.00s, 1691 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,478,400/6,344,928 scanned, 5,876,600 kept, pace 6.00s, 1692 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,478,600/6,344,928 scanned, 5,876,800 kept, pace 6.00s, 1693 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,478,800/6,344,928 scanned, 5,877,000 kept, pace 6.00s, 1694 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,479,000/6,344,928 scanned, 5,877,200 kept, pace 6.00s, 1695 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,479,200/6,344,928 scanned, 5,877,400 kept, pace 6.00s, 1696 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,479,400/6,344,928 scanned, 5,877,600 kept, pace 6.00s, 1697 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,479,600/6,344,928 scanned, 5,877,800 kept, pace 6.00s, 1698 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,479,800/6,344,928 scanned, 5,878,000 kept, pace 6.00s, 1699 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,480,000/6,344,928 scanned, 5,878,200 kept, pace 6.00s, 1700 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,480,200/6,344,928 scanned, 5,878,400 kept, pace 6.00s, 1701 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,480,400/6,344,928 scanned, 5,878,600 kept, pace 6.00s, 1702 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,480,600/6,344,928 scanned, 5,878,800 kept, pace 6.00s, 1703 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,480,800/6,344,928 scanned, 5,879,000 kept, pace 6.00s, 1704 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,481,000/6,344,928 scanned, 5,879,200 kept, pace 6.00s, 1705 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,481,200/6,344,928 scanned, 5,879,400 kept, pace 6.00s, 1706 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,481,400/6,344,928 scanned, 5,879,600 kept, pace 6.00s, 1707 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,481,600/6,344,928 scanned, 5,879,800 kept, pace 6.00s, 1708 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,481,800/6,344,928 scanned, 5,880,000 kept, pace 6.00s, 1709 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,482,000/6,344,928 scanned, 5,880,200 kept, pace 6.00s, 1710 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,482,200/6,344,928 scanned, 5,880,400 kept, pace 6.00s, 1711 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,482,400/6,344,928 scanned, 5,880,600 kept, pace 6.00s, 1712 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,482,600/6,344,928 scanned, 5,880,800 kept, pace 6.00s, 1713 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,482,800/6,344,928 scanned, 5,881,000 kept, pace 6.00s, 1714 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,483,000/6,344,928 scanned, 5,881,200 kept, pace 6.00s, 1715 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,483,200/6,344,928 scanned, 5,881,400 kept, pace 6.00s, 1716 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,483,400/6,344,928 scanned, 5,881,600 kept, pace 6.00s, 1717 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,483,600/6,344,928 scanned, 5,881,800 kept, pace 6.00s, 1718 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,483,800/6,344,928 scanned, 5,882,000 kept, pace 6.00s, 1719 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,484,000/6,344,928 scanned, 5,882,200 kept, pace 6.00s, 1720 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,484,200/6,344,928 scanned, 5,882,400 kept, pace 6.00s, 1721 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,484,400/6,344,928 scanned, 5,882,600 kept, pace 6.00s, 1722 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,484,600/6,344,928 scanned, 5,882,800 kept, pace 6.00s, 1723 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,484,800/6,344,928 scanned, 5,883,000 kept, pace 6.00s, 1724 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,485,000/6,344,928 scanned, 5,883,200 kept, pace 6.00s, 1725 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,485,200/6,344,928 scanned, 5,883,400 kept, pace 6.00s, 1726 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,485,400/6,344,928 scanned, 5,883,600 kept, pace 6.00s, 1727 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,485,600/6,344,928 scanned, 5,883,800 kept, pace 6.00s, 1728 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,485,800/6,344,928 scanned, 5,884,000 kept, pace 6.00s, 1729 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,486,000/6,344,928 scanned, 5,884,200 kept, pace 6.00s, 1730 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,486,200/6,344,928 scanned, 5,884,400 kept, pace 6.00s, 1731 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,486,400/6,344,928 scanned, 5,884,600 kept, pace 6.00s, 1732 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,486,600/6,344,928 scanned, 5,884,800 kept, pace 6.00s, 1733 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,486,800/6,344,928 scanned, 5,885,000 kept, pace 6.00s, 1734 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,487,000/6,344,928 scanned, 5,885,200 kept, pace 6.00s, 1735 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,487,200/6,344,928 scanned, 5,885,400 kept, pace 6.00s, 1736 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,487,400/6,344,928 scanned, 5,885,600 kept, pace 6.00s, 1737 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,487,600/6,344,928 scanned, 5,885,800 kept, pace 6.00s, 1738 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,487,800/6,344,928 scanned, 5,886,000 kept, pace 6.00s, 1739 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,488,000/6,344,928 scanned, 5,886,200 kept, pace 6.00s, 1740 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,488,200/6,344,928 scanned, 5,886,400 kept, pace 6.00s, 1741 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,488,400/6,344,928 scanned, 5,886,600 kept, pace 6.00s, 1742 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,488,600/6,344,928 scanned, 5,886,800 kept, pace 6.00s, 1743 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,488,800/6,344,928 scanned, 5,887,000 kept, pace 6.00s, 1744 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,489,000/6,344,928 scanned, 5,887,200 kept, pace 6.00s, 1745 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,489,200/6,344,928 scanned, 5,887,400 kept, pace 6.00s, 1746 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,489,400/6,344,928 scanned, 5,887,600 kept, pace 6.00s, 1747 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,489,600/6,344,928 scanned, 5,887,800 kept, pace 6.00s, 1748 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,489,800/6,344,928 scanned, 5,888,000 kept, pace 6.00s, 1749 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,490,000/6,344,928 scanned, 5,888,200 kept, pace 6.00s, 1750 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,490,200/6,344,928 scanned, 5,888,400 kept, pace 6.00s, 1751 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,490,400/6,344,928 scanned, 5,888,600 kept, pace 6.00s, 1752 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,490,600/6,344,928 scanned, 5,888,800 kept, pace 6.00s, 1753 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,490,800/6,344,928 scanned, 5,889,000 kept, pace 6.00s, 1754 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,491,000/6,344,928 scanned, 5,889,200 kept, pace 6.00s, 1755 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,491,200/6,344,928 scanned, 5,889,400 kept, pace 6.00s, 1756 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,491,400/6,344,928 scanned, 5,889,600 kept, pace 6.00s, 1757 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,491,600/6,344,928 scanned, 5,889,800 kept, pace 6.00s, 1758 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,491,800/6,344,928 scanned, 5,890,000 kept, pace 6.00s, 1759 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,492,000/6,344,928 scanned, 5,890,200 kept, pace 6.00s, 1760 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,492,200/6,344,928 scanned, 5,890,400 kept, pace 6.00s, 1761 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,492,400/6,344,928 scanned, 5,890,600 kept, pace 6.00s, 1762 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,492,600/6,344,928 scanned, 5,890,800 kept, pace 6.00s, 1763 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,492,800/6,344,928 scanned, 5,891,000 kept, pace 6.00s, 1764 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,493,000/6,344,928 scanned, 5,891,200 kept, pace 6.00s, 1765 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,493,200/6,344,928 scanned, 5,891,400 kept, pace 6.00s, 1766 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,493,400/6,344,928 scanned, 5,891,600 kept, pace 6.00s, 1767 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,493,600/6,344,928 scanned, 5,891,800 kept, pace 6.00s, 1768 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,493,800/6,344,928 scanned, 5,892,000 kept, pace 6.00s, 1769 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,494,000/6,344,928 scanned, 5,892,200 kept, pace 6.00s, 1770 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,494,200/6,344,928 scanned, 5,892,400 kept, pace 6.00s, 1771 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,494,400/6,344,928 scanned, 5,892,600 kept, pace 6.00s, 1772 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,494,600/6,344,928 scanned, 5,892,800 kept, pace 6.00s, 1773 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,494,800/6,344,928 scanned, 5,893,000 kept, pace 6.00s, 1774 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,495,000/6,344,928 scanned, 5,893,200 kept, pace 6.00s, 1775 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,495,200/6,344,928 scanned, 5,893,400 kept, pace 6.00s, 1776 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,495,400/6,344,928 scanned, 5,893,600 kept, pace 6.00s, 1777 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,495,600/6,344,928 scanned, 5,893,800 kept, pace 6.00s, 1778 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,495,800/6,344,928 scanned, 5,894,000 kept, pace 6.00s, 1779 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,496,000/6,344,928 scanned, 5,894,200 kept, pace 6.00s, 1780 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,496,200/6,344,928 scanned, 5,894,400 kept, pace 6.00s, 1781 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,496,400/6,344,928 scanned, 5,894,600 kept, pace 6.00s, 1782 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,496,600/6,344,928 scanned, 5,894,800 kept, pace 6.00s, 1783 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,496,800/6,344,928 scanned, 5,895,000 kept, pace 6.00s, 1784 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,497,000/6,344,928 scanned, 5,895,200 kept, pace 6.00s, 1785 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,497,200/6,344,928 scanned, 5,895,400 kept, pace 6.00s, 1786 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,497,400/6,344,928 scanned, 5,895,600 kept, pace 6.00s, 1787 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,497,600/6,344,928 scanned, 5,895,800 kept, pace 6.00s, 1788 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,497,800/6,344,928 scanned, 5,896,000 kept, pace 6.00s, 1789 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,498,000/6,344,928 scanned, 5,896,200 kept, pace 6.00s, 1790 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,498,200/6,344,928 scanned, 5,896,400 kept, pace 6.00s, 1791 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,498,400/6,344,928 scanned, 5,896,600 kept, pace 6.00s, 1792 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,498,600/6,344,928 scanned, 5,896,800 kept, pace 6.00s, 1793 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,498,800/6,344,928 scanned, 5,897,000 kept, pace 6.00s, 1794 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,499,000/6,344,928 scanned, 5,897,200 kept, pace 6.00s, 1795 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,499,200/6,344,928 scanned, 5,897,400 kept, pace 6.00s, 1796 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,499,400/6,344,928 scanned, 5,897,600 kept, pace 6.00s, 1797 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,499,600/6,344,928 scanned, 5,897,800 kept, pace 6.00s, 1798 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,499,800/6,344,928 scanned, 5,898,000 kept, pace 6.00s, 1799 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,500,000/6,344,928 scanned, 5,898,200 kept, pace 6.00s, 1800 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,500,200/6,344,928 scanned, 5,898,400 kept, pace 6.00s, 1801 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,500,400/6,344,928 scanned, 5,898,600 kept, pace 6.00s, 1802 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,500,600/6,344,928 scanned, 5,898,800 kept, pace 6.00s, 1803 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,500,800/6,344,928 scanned, 5,899,000 kept, pace 6.00s, 1804 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,501,000/6,344,928 scanned, 5,899,200 kept, pace 6.00s, 1805 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,501,200/6,344,928 scanned, 5,899,400 kept, pace 6.00s, 1806 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,501,400/6,344,928 scanned, 5,899,600 kept, pace 6.00s, 1807 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,501,600/6,344,928 scanned, 5,899,800 kept, pace 6.00s, 1808 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,501,800/6,344,928 scanned, 5,900,000 kept, pace 6.00s, 1809 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,502,000/6,344,928 scanned, 5,900,200 kept, pace 6.00s, 1810 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,502,200/6,344,928 scanned, 5,900,400 kept, pace 6.00s, 1811 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,502,400/6,344,928 scanned, 5,900,600 kept, pace 6.00s, 1812 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,502,600/6,344,928 scanned, 5,900,800 kept, pace 6.00s, 1813 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,502,800/6,344,928 scanned, 5,901,000 kept, pace 6.00s, 1814 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,503,000/6,344,928 scanned, 5,901,200 kept, pace 6.00s, 1815 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,503,200/6,344,928 scanned, 5,901,400 kept, pace 6.00s, 1816 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,503,400/6,344,928 scanned, 5,901,600 kept, pace 6.00s, 1817 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,503,600/6,344,928 scanned, 5,901,800 kept, pace 6.00s, 1818 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,503,800/6,344,928 scanned, 5,902,000 kept, pace 6.00s, 1819 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,504,000/6,344,928 scanned, 5,902,200 kept, pace 6.00s, 1820 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,504,200/6,344,928 scanned, 5,902,400 kept, pace 6.00s, 1821 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,504,400/6,344,928 scanned, 5,902,600 kept, pace 6.00s, 1822 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,504,600/6,344,928 scanned, 5,902,800 kept, pace 6.00s, 1823 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,504,800/6,344,928 scanned, 5,903,000 kept, pace 6.00s, 1824 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,505,000/6,344,928 scanned, 5,903,200 kept, pace 6.00s, 1825 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,505,200/6,344,928 scanned, 5,903,400 kept, pace 6.00s, 1826 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,505,400/6,344,928 scanned, 5,903,600 kept, pace 6.00s, 1827 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,505,600/6,344,928 scanned, 5,903,800 kept, pace 6.00s, 1828 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,505,800/6,344,928 scanned, 5,904,000 kept, pace 6.00s, 1829 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,506,000/6,344,928 scanned, 5,904,200 kept, pace 6.00s, 1830 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,506,200/6,344,928 scanned, 5,904,400 kept, pace 6.00s, 1831 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,506,400/6,344,928 scanned, 5,904,600 kept, pace 6.00s, 1832 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,506,600/6,344,928 scanned, 5,904,800 kept, pace 6.00s, 1833 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,506,800/6,344,928 scanned, 5,905,000 kept, pace 6.00s, 1834 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,507,000/6,344,928 scanned, 5,905,200 kept, pace 6.00s, 1835 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,507,200/6,344,928 scanned, 5,905,400 kept, pace 6.00s, 1836 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,507,400/6,344,928 scanned, 5,905,600 kept, pace 6.00s, 1837 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,507,600/6,344,928 scanned, 5,905,800 kept, pace 6.00s, 1838 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,507,800/6,344,928 scanned, 5,906,000 kept, pace 6.00s, 1839 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,508,000/6,344,928 scanned, 5,906,200 kept, pace 6.00s, 1840 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,508,200/6,344,928 scanned, 5,906,400 kept, pace 6.00s, 1841 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,508,400/6,344,928 scanned, 5,906,600 kept, pace 6.00s, 1842 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,508,600/6,344,928 scanned, 5,906,800 kept, pace 6.00s, 1843 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,508,800/6,344,928 scanned, 5,907,000 kept, pace 6.00s, 1844 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,509,000/6,344,928 scanned, 5,907,200 kept, pace 6.00s, 1845 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,509,200/6,344,928 scanned, 5,907,400 kept, pace 6.00s, 1846 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,509,400/6,344,928 scanned, 5,907,600 kept, pace 6.00s, 1847 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,509,600/6,344,928 scanned, 5,907,800 kept, pace 6.00s, 1848 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,509,800/6,344,928 scanned, 5,908,000 kept, pace 6.00s, 1849 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,510,000/6,344,928 scanned, 5,908,200 kept, pace 6.00s, 1850 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,510,200/6,344,928 scanned, 5,908,400 kept, pace 6.00s, 1851 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,510,400/6,344,928 scanned, 5,908,600 kept, pace 6.00s, 1852 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

  2,510,600/6,344,928 scanned, 5,908,800 kept, pace 6.00s, 1853 throttled  retry in 2s, pace now 6.00s (HTTP Error 429: normal_throttling)

